Industry,_L1,_L2,clean_image_url,clipping_image_url,current_price,flyer_id,flyer_item_id,id,item_type,merchant_id,merchant_logo,merchant_name,name,original_price,post_price_text,pre_price_text,premium,sale_story,valid_from,valid_to
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650450/1644252266/extra_large.jpg,https://f.wishabi.net/page_items/249650450/1644252266/extra_large.jpg,3.99,4662241,634593950,634593950,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Silk Dairy-Free Creamer,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650579/1644252245/extra_large.jpg,https://f.wishabi.net/page_items/249650579/1644252245/extra_large.jpg,2.99,4662241,634593576,634593576,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Land O Lakes Butter,3.99,Ea With Card,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650314/1644252255/extra_large.jpg,https://f.wishabi.net/page_items/249650314/1644252255/extra_large.jpg,6.49,4662241,634593833,634593833,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Amy's Pizza,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650348/1644252259/extra_large.jpg,https://f.wishabi.net/page_items/249650348/1644252259/extra_large.jpg,6.99,4662241,634593878,634593878,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Decorated Cupcakes,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249653261/1644252255/extra_large.jpg,https://f.wishabi.net/page_items/249653261/1644252255/extra_large.jpg,5.0,4662241,634594134,634594134,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Kroger Double Pepperoni Pizza,,,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650082/1644252254/extra_large.jpg,https://f.wishabi.net/page_items/249650082/1644252254/extra_large.jpg,2.77,4662241,634593227,634593227,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Red Baron Pizza,,ea with card & digital coupon,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249653262/1644252256/extra_large.jpg,https://f.wishabi.net/page_items/249653262/1644252256/extra_large.jpg,3.99,4662241,634594136,634594136,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Blueberry Muffins,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650309/1644252254/extra_large.jpg,https://f.wishabi.net/page_items/249650309/1644252254/extra_large.jpg,4.49,4662241,634593826,634593826,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Dave's Killer Bread Organic Bagels,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650235/1644252250/extra_large.jpg,https://f.wishabi.net/page_items/249650235/1644252250/extra_large.jpg,12.0,4662241,634593478,634593478,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,DiGiorno Pizza,,When You Buy 2 With Card,2/,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650607/1644252255/extra_large.jpg,https://f.wishabi.net/page_items/249650607/1644252255/extra_large.jpg,5.99,4662241,634593678,634593678,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,King's Hawaiian Dinner Rolls,6.99,Ea With Card,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249653880/1644252250/extra_large.jpg,https://f.wishabi.net/page_items/249653880/1644252250/extra_large.jpg,5.99,4662241,634594068,634594068,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Marie Callender's Fruit or Cream Pie,,WITH CARD,,True,,2022-02-02T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650636/1644252258/extra_large.jpg,https://f.wishabi.net/page_items/249650636/1644252258/extra_large.jpg,4.49,4662241,634593706,634593706,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Rockstar Energy Drink,5.49,Ea With Card,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650481/1644252262/extra_large.jpg,https://f.wishabi.net/page_items/249650481/1644252262/extra_large.jpg,21.99,4662241,634593550,634593550,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Coors or Miller,,,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/250427104/1644252251/extra_large.jpg,https://f.wishabi.net/page_items/250427104/1644252251/extra_large.jpg,7.99,4662241,636487743,636487743,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,GT'S Organic Kombucha,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249653264/1644252258/extra_large.jpg,https://f.wishabi.net/page_items/249653264/1644252258/extra_large.jpg,5.99,4662241,634594140,634594140,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Boneless Chuck Roasts,,lb WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650581/1644252246/extra_large.jpg,https://f.wishabi.net/page_items/249650581/1644252246/extra_large.jpg,1.99,4662241,634593584,634593584,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,General Mills Cereal,2.99,Ea With Card,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249653879/1644252249/extra_large.jpg,https://f.wishabi.net/page_items/249653879/1644252249/extra_large.jpg,7.99,4662241,634594065,634594065,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Red Vines Licorice,,WITH CARD,,True,,2022-02-02T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650585/1644252248/extra_large.jpg,https://f.wishabi.net/page_items/249650585/1644252248/extra_large.jpg,1.99,4662241,634593600,634593600,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Quaker Cap'N Crunch or Life Cereal,2.99,Ea With Card,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249650378/1644252257/extra_large.jpg,https://f.wishabi.net/page_items/249650378/1644252257/extra_large.jpg,1.99,4662241,634593268,634593268,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Lay's Potato Chips or Lay's Kettle Cooked Chips,,/EA When You Buy 3 With Card,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249653250/1644252246/extra_large.jpg,https://f.wishabi.net/page_items/249653250/1644252246/extra_large.jpg,3.49,4662241,634594102,634594102,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Kroger Red or Gold Potatoes,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249649846/1644252245/extra_large.jpg,https://f.wishabi.net/page_items/249649846/1644252245/extra_large.jpg,9.99,4662241,634593427,634593427,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Home Chef Smoked St. Louis Style BBQ Ribs,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Food Items,https://f.wishabi.net/page_items/249653251/1644252247/extra_large.jpg,https://f.wishabi.net/page_items/249653251/1644252247/extra_large.jpg,4.99,4662241,634594105,634594105,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Cuties Seedless Mandarins,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249653791/1644252278/extra_large.jpg,https://f.wishabi.net/page_items/249653791/1644252278/extra_large.jpg,18.99,4662241,634594024,634594024,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Elysian,,,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249653865/1644252248/extra_large.jpg,https://f.wishabi.net/page_items/249653865/1644252248/extra_large.jpg,13.49,4662241,634593355,634593355,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"La Marca, Jam Cellars, Decoy or J Lohr",14.99,Ea With Card,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650657/1644252276/extra_large.jpg,https://f.wishabi.net/page_items/249650657/1644252276/extra_large.jpg,11.69,4662241,634594016,634594016,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"Korbel, Josh Cellars, Ruffino or Risata",12.99,/ea,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249653792/1644252279/extra_large.jpg,https://f.wishabi.net/page_items/249653792/1644252279/extra_large.jpg,16.99,4662241,634594027,634594027,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Ninkasi,,,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249653793/1644252280/extra_large.jpg,https://f.wishabi.net/page_items/249653793/1644252280/extra_large.jpg,16.99,4662241,634594029,634594029,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"Tito's, Jack Daniel's, Jagermeister or Tanqueray",,,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249653790/1644252277/extra_large.jpg,https://f.wishabi.net/page_items/249653790/1644252277/extra_large.jpg,16.99,4662241,634594022,634594022,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"White Claw, Truly, Rainier or Corona Seltzer",,,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650647/1644252272/extra_large.jpg,https://f.wishabi.net/page_items/249650647/1644252272/extra_large.jpg,12.59,4662241,634593999,634593999,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"La Crema, Kim Crawford, Federalist or Gerard Bertrand",13.99,/ea,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650432/1644252265/extra_large.jpg,https://f.wishabi.net/page_items/249650432/1644252265/extra_large.jpg,2.99,4662241,634593942,634593942,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Martinelli's Sparkling Juice or Cider,,WITH CARD,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249653794/1644252280/extra_large.jpg,https://f.wishabi.net/page_items/249653794/1644252280/extra_large.jpg,21.99,4662241,634594033,634594033,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"Crown Royal, Pendleton, Espolon or Johnnie Walker",,,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650390/1644252253/extra_large.jpg,https://f.wishabi.net/page_items/249650390/1644252253/extra_large.jpg,4.0,4662241,634593511,634593511,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"Coca-Cola, Pepsi or 7UP",,When You Buy 3 With Card,3/,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650428/1644252264/extra_large.jpg,https://f.wishabi.net/page_items/249650428/1644252264/extra_large.jpg,10.0,4662241,634593934,634593934,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Sparkling Ice,,WITH CARD,10/,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650482/1644252263/extra_large.jpg,https://f.wishabi.net/page_items/249650482/1644252263/extra_large.jpg,10.0,4662241,634593557,634593557,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,AHA Sparkling Water,,When You Buy 3 With Card,3/,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249653795/1644252281/extra_large.jpg,https://f.wishabi.net/page_items/249653795/1644252281/extra_large.jpg,23.99,4662241,634594035,634594035,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"Maker's Mark, Bulleit, Grey Goose or Hornitos",,,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650480/1644252261/extra_large.jpg,https://f.wishabi.net/page_items/249650480/1644252261/extra_large.jpg,19.99,4662241,634593541,634593541,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"Jameson, Proper No. 12 or Bombay",,,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650655/1644252275/extra_large.jpg,https://f.wishabi.net/page_items/249650655/1644252275/extra_large.jpg,8.09,4662241,634594013,634594013,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"Apothic, Barefoot Bubbly, 14 Hands or Menage a Trois",8.99,Ea With Card,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650645/1644252271/extra_large.jpg,https://f.wishabi.net/page_items/249650645/1644252271/extra_large.jpg,10.79,4662241,634593995,634593995,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,"Kendall-Jackson, Stella Rosa or Domaine Ste Michelle",11.99,/ea,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
Supermarket,"Food, Beverages & Tobacco",Beverages,https://f.wishabi.net/page_items/249650603/1644252254/extra_large.jpg,https://f.wishabi.net/page_items/249650603/1644252254/extra_large.jpg,5.99,4662241,634593662,634593662,flyer,2392,http://s3.amazonaws.com/images.wishabi.ca/merchants/K0G5rxYe9ed30Q==/RackMultipart20191105-1-1kjoukd.jpg,Fred Meyer,Green Mountain or Donut Shop Coffee,6.99,Ea With Card,,True,,2022-02-09T05:00:00+00:00,2022-02-16T04:59:59+00:00
